AQID,ACOF_A,ACOF_I,BANA_A,BANA_I,BARL_A,BARL_I,BEAN_A,BEAN_I,CASS_A,CASS_I,CHIC_A,CHIC_I,CNUT_A,CNUT_I,COCO_A,COCO_I,COTT_A,COTT_I,COWP_A,COWP_I,GROU_A,GROU_I,LENT_A,LENT_I,MAIZ_A,MAIZ_I,OCER_A,OCER_I,OFIB_A,OFIB_I,OILP_A,OILP_I,OOIL_A,OOIL_I,OPUL_A,OPUL_I,ORTS_A,ORTS_I,PIGE_A,PIGE_I,PLNT_A,PLNT_I,PMIL_A,PMIL_I,POTA_A,POTA_I,RAPE_A,RAPE_I,RCOF_A,RCOF_I,REST_A,REST_I,RICE_A,RICE_I,SESA_A,SESA_I,SMIL_A,SMIL_I,SORG_A,SORG_I,SOYB_A,SOYB_I,SUGB_A,SUGB_I,SUGC_A,SUGC_I,SUNF_A,SUNF_I,SWPO_A,SWPO_I,TEAS_A,TEAS_I,TEMF_A,TEMF_I,TOBA_A,TOBA_I,TROF_A,TROF_I,VEGE_A,VEGE_I,WHEA_A,WHEA_I,YAMS_A,YAMS_I
1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,0,0,0,0,0,0,284.1999992,0,0,0,0,0,0,0,0,0,0,0,0,0,582.6999906,0,25.60000037,0,699505.4001,3193.700039,26.80000013,0.200000003,32.00000022,0,0,0,0,0,727.1999947,0,3.400000051,0,0,0,0,0,352.0999985,0,106100.3005,0,0.200000003,0,0,0,2795.09999,495.7999992,289736.8033,289736.8033,0,0,0,0,55.50000036,0,157878.0991,516.1999879,64779.60022,0,0,0,4464.200001,0,92283.80122,0,0,0,81813.79988,0,11688.00003,0,0,0,330355.4008,159416.1012,1131.000004,1131.000004,0,0
1275,0,0,0,0,0,0,98.50000048,0,0,0,0,0,0,0,0,0,0,0,0,0,12.20000002,0,8.600000151,0,60080.30025,1360.399994,0,0,0,0,0,0,0,0,175.3999989,0,0,0,0,0,0,0,514.8999996,0,1399.500031,0,0,0,0,0,1133.6,310.3999964,33324.99963,33324.99963,0,0,0,0,206.3999984,0,75414.70046,1332.599976,2751.799988,0,0,0,721.6999914,0,9744.800171,0,0,0,9066.000035,0,4554.100013,0,0,0,178667.3029,116207.9011,576.7000122,576.7000122,0,0
1276,0,0,0,0,526984.0004,0,5804.199995,1410.3,0,0,703.6000016,370.4999984,0,0,0,0,5.700000085,0,321.9999986,0,1251.400024,0,742.800001,400.6000009,3600258.904,603845.3003,134730.8001,0,724.5000009,65.10000065,0,0,334.3000029,0,11736.29999,2828.200003,0,0,0,0,0,0,0,0,430246.5991,132933.7,366609.1994,0,0,0,47083.40004,30939.99992,16798.39999,0,0,0,3137.999999,0,6446.099996,0,14132.59998,9226.500001,7991.19978,81.29999936,0,0,983514.4999,120241.8002,0,0,0,0,638729.6998,272816.3003,18281.99996,3395.700008,134123.0969,0,957807.699,520367.1008,3196109.303,0,0,0
1277,0,0,0,0,0,0,2.600000083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.6999979,0,0,0,0,0,0,0,57.69999933,0,0,0,0,0,0,0,0,0,175.1000023,0,0,0,0,0,0,0,0,0,0,0,0,0,38.89999914,0,254.8000031,0,17.20000005,0,57.50000048,0
1278,0,0,0,0,20.99999952,0,0.800000019,0,0,0,0,0,0,0,0,0,0,0,1.600000009,0,0,0,0,0,1167.200022,0,53.299999,0,0,0,0,0,129.8000005,0,1.500000007,0,0,0,0,0,0,0,0,0,55.89999962,0,0.100000001,0,0,0,3.100000083,0,0,0,0,0,0.300000004,0,0.500000007,0,0.100000001,0,0,0,0,0,0,0,0,0,0,0,334.2000003,0,0,0,657.8000038,0,119,0,17.49999985,0,0,0
1279,0,0,0,0,0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0.200000003,0,0,0,0,0,0.699999988,0,0,0,0,0,0,0,0,0,0,0,0.699999988,0,0,0,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.200000048,0,0,0,64.30000305,0,3.799999952,0,0.200000003,0,0,0
1280,0,0,0,0,3111.8,7,154.2999996,154.2999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931561.2009,21834.69999,27161.90005,248.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111572.1,0,0,0,0,0,23.80000035,8.900000133,0,0,0,0,0,0,0,0,259425.3998,2236.299997,0,0,0,0,0,0,0,0,0,0,21602.10003,0,0,0,1.100000024,0,85674.39963,37889.59989,172467.2002,60.09999913,0,0
1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.300000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.5,0,0.600000024,0,0,0,0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,0,0,0,0,92524.39975,58321.99975,104.3,10.29999989,0,0,143.8000006,141.0000009,0,0,0,0,0,0,0,0,29.50000013,0,0,0,59314.70056,51419.90017,4620.799994,4573.799994,0,0,0,0,4215.799963,0,795.7000025,766.4999989,0,0,0,0,0,0,0,0,82662.90036,74657.69991,328.9000009,0,0,0,2103.799991,2103.799991,0,0,0,0,603.3999982,0,4.800000072,0,320.4999996,0,43268.49993,31097.8,0,0,4239.800029,2760.600014,0,0,0,0,8905.50002,0,161.4999997,161.4999997,11344.39979,0,193268.3996,193268.3996,171532.3002,127388.9002,0,0
1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,0,0,0,0,8.599999785,0,0.300000004,0,0,0,0,0,0,0,0,0,0,0,0.600000001,0,0,0,0,0,453.7000046,0,24.70000076,0,0,0,0,0,61.60000134,0,0.400000013,0,0,0,0,0,0,0,0,0,22.10000038,0,0,0,0,0,0.900000036,0,0,0,0,0,0,0,0.400000013,0,0,0,0,0,0,0,0,0,0,0,0,0,103.5999966,0,0,0,160.6000023,0,29.40000057,0,6.899999857,0,0,0
1286,0,0,1237.600008,0,408572.5997,6578.700008,33736.90001,10308.50002,0,0,3399.099997,2551.599997,0,0,0,0,603886.6993,409648.499,11186.79992,313.6999974,6039.900002,0,2788.699995,2546.100002,4078532.407,1085272.601,237595.2005,62805.99997,61.40000033,61.40000033,0,0,985524.4005,734910.4989,22670.59999,10302.30002,0,0,0,0,0,0,56.20000069,0,907421.9993,207722.1999,31210.69998,169.9999989,0,0,67576.10007,44111.10005,255790.4993,251646.9992,117.3000011,21.70000055,391.700002,0,4147.000014,2.200000063,25104.19998,17.90000035,788537.9998,735120.0997,0,0,221260.3998,5734.300017,1859.999996,0,0,0,2378419.898,0,44796.60007,22616.10004,252374.7972,880.5999908,2125836.204,1542711.1,2195258.901,139691.6001,0,0
1287,0,0,0,0,3756.199995,0,91143.40002,2784.499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3682685.994,231777.6002,18000.19992,207.5999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257478.5995,0,0,0,0,0,55.70000083,0.500000007,0,0,0,0,0,0,0,0,1102730.201,24188.00004,2061504.999,22882.90001,0,0,0,0,0,0,0,0,280565.5995,0,0,0,0,0,286071.7003,168703.9,610232.8004,7888.5,0,0
1288,0,0,0,0,13954.29991,2641.099987,8387.599993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500665.202,0,12233.89999,0,100.1000013,0,0,0,0,0,19645.50002,0,0,0,0,0,0,0,0,0,45076.09995,0,2425.900002,0,0,0,1327.599999,0,0,0,0,0,0,0,0,0,996204.497,0,0,0,0,0,0,0,0,0,0,0,49753.09991,0,1336.199995,0,1996.400019,0,179691.3999,135930.8001,565049.6021,23417.99999,0,0
1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,0,0,0,0,2.400000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.099999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.70000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.30000019,0,0,0,0,0,1.200000048,0,0,0,0,0
1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,0,0,0,0,123867.7002,86522.79998,135.4999999,27.69999996,0,0,304.8000004,298.8000003,0,0,0,0,0,0,0,0,10.70000008,0,0,0,71851.00014,66961.60007,10715.20009,10682.60009,0,0,0,0,4020.199957,0,1655.300002,1619.700005,0,0,0,0,0,0,0,0,128450.9003,121061.7,377.4999994,0,0,0,2630.80002,2630.80002,0,0,0,0,628.2999994,0,0,0,333.0000014,0,61506.69989,47090.50022,0,0,4809.199995,3605.699986,0,0,0,0,6207.999961,0,237.5000016,237.5000016,11657.49985,0,269241.9001,269241.9001,245471.4993,197382.3994,0,0
1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,0,0,0,0,731.5999997,0,19582.7999,1900.899991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632136.699,137194.9999,8195.100003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52706.50015,0,0,0,0,0,15.60000023,1.100000016,0,0,0,0,0,0,0,0,129691.1005,13126.19997,68744.40007,16147.4,0,0,0,0,0,0,0,0,56730.9001,0,0,0,0,0,121624.1,99664.60048,77680.79993,4196.700009,0,0
1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,0,0,0,0,81704.7998,8873.399995,38.20000029,38.20000029,0,0,486.8000014,473.7000048,0,0,0,0,0,0,0,0,1.800000027,0,0,0,12197.19987,12197.19987,14594.90001,14594.90001,0,0,0,0,4518.500063,0,2627.800015,2559.300016,0,0,0,0,0,0,0,0,93652.70013,63663.09964,348.8999998,0,0,0,53.50000066,53.50000066,0,0,0,0,1054.8,0,14.19999993,0,245.8000009,0,14810.40004,5471.100004,0,0,4815.09998,0,0,0,0,0,1470.800007,0,132.2000007,132.2000007,3267.999997,0,93984.00042,93984.00042,73643.59989,28449.40029,0,0
1297,0,0,0,0,99477.39996,15379.39996,0,0,0,0,1458.199999,108.7999993,0,0,0,0,1174749.302,1021598.701,0,0,2119.299996,0,282.1000019,0,102453.0998,102453.0998,18470.70003,18470.70003,7215.000012,6424.000006,0,0,33835.29989,0,13044.99998,596.899994,0,0,0,0,0,0,0,0,259744.5008,50464.99978,1180.800002,0,0,0,14790.99998,14790.99998,17412.89991,14159.00007,1730.899997,0,3351.499993,0,7007.499999,0,130.3000006,0,5458.499953,1930.500011,0,0,11207.79998,0,0,0,0,0,490746.4999,0,3326.400001,3326.400001,452521.0027,0,1101778.897,1101778.897,2199948.299,1859158.5,0,0
1298,0,0,0,0,14502.00002,0,442.4000007,0,0,0,290.0000004,0,0,0,0,0,0,0,0,0,0,0,54.50000023,0,40020.00003,14901.19997,7331.899988,0,42.50000005,4.000000104,0,0,30862.60002,0,4894.300042,12.50000006,0,0,0,0,0,0,0,0,43225.39995,9641.399914,1244.699997,0,0,0,2143.099992,2143.099992,0,0,86.80000055,0,0,0,2137.599996,0,286.7999999,0,60868.60031,19025.40011,0,0,16739.79998,0,392.4999963,0,0,0,154346.8004,63906.10034,1085.399997,1085.399997,32038.80009,16057.09991,120037.6996,51684.09979,103275.4996,1561.100005,0,0
1299,0,0,0,0,29.80000068,0,10.50000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.0999959,0,98.49999908,0,0,0,0,0,1367.500039,0,0,0,0,0,0,0,0,0,0,0,205.5000023,0,6.299999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.3999982,0,0,0,1.799999982,0,0,0,0,0,170.5999976,0,0,0,5560.499945,0,75.50000027,0,138.7999988,0,0,0
1300,0,0,0,0,5850.100013,5850.100013,18.00000019,18.00000019,0,0,0,0,0,0,0,0,18906.00024,18906.00024,0,0,0,0,12.30000013,12.30000013,27728.79978,27728.79978,4239.600008,4239.600008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10981.00007,10981.00007,0,0,0,0,31.5000003,30.80000025,0,0,0,0,0,0,0,0,0,0,18402.79985,18402.79985,0,0,1387.900007,1387.900007,0,0,0,0,0,0,0,0,0,0,6292.900101,0,7884.500103,7884.500103,0,0
1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,0,0,0,0,2051.099997,1946.099989,15727.50003,12276.80006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2575.600019,2575.600019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386374.0988,274886.3988,100.3999995,0,0,0,360.7000025,0,365784.7971,360901.0962,0,0,0,0,0,0,44803.00004,0,732407.5987,555373.9984,0,0,0,0,5.599999905,0,0,0,7000.600001,0,0,0,3145.09999,0,493875.5998,400418.7008,94838.90027,70876.9004,4496.400008,0
1303,0,0,0,0,387.1999972,2.100000001,42733.2,42214.30001,0,0,60.70000083,0,0,0,0,0,0,0,0,0,0,0,0,0,25208878.6,18990951.68,12477.3,1691.300003,0,0,0,0,193.7999984,0,0,0,0,0,0,0,0,0,0,0,111766.6,0,0,0,0,0,0,0,0,0,0,0,13880.99999,0,88088.79985,20810.60006,4504843.404,2722522.201,0,0,0,0,20852.40002,6827.199988,0,0,0,0,0,0,0,0,0,0,0,0,494770.1997,188677.1,0,0
1304,0,0,0,0,2185.199984,2185.199984,38.6000005,0.800000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.800000042,2.70000004,11676.90013,8814.500177,121.9999996,0,0,0,0,0,0,0,59.50000024,55.60000002,0,0,0,0,0,0,89.2999998,87.29999956,96915.39971,0,196.9000004,0,0,0,3.400000006,0,0,0,0,0,0,0,0,0,0,0,518.7999997,0,0,0,21.60000083,0,28378.39932,0,0,0,0,0,0,0,0,0,18788.60001,0,4186.099998,1954.300028,0,0
1305,0,0,0,0,148827.2001,62869.29975,3247.300008,748.9999994,0,0,907.5000015,3.599999942,0,0,0,0,658566.8007,586885.2998,0,0,1488.000007,0,255.4000006,43.39999987,185845.3001,158647.6999,6682.899998,6550.199998,4454.499994,4026.6,0,0,21999.4001,29.80000023,12908.79997,3380.900033,0,0,0,0,0,0,0,0,1106227.9,492653.2988,870.3999998,25.09999993,0,0,12286.90001,12140.00001,28586.99999,24952.20005,991.999999,19.10000026,1833.600003,11.20000017,3842.39999,30.49999928,258.5000029,170.8000027,37753.6999,21979.79997,0,0,20639.29996,13880.19998,0,0,0,0,1234220,0,5547.800025,5547.800025,453853.5992,0,2068064.499,2038033.699,1524261.901,1259316.302,0,0
1306,0,0,26980.70025,0,45695.99996,16338.30001,1417.600002,747.7000016,0,0,513.2000026,214.2000012,0,0,0,0,0,0,0,0,0,0,193.7000004,31.80000018,342669.0005,339852.2004,228208.7003,72465.89979,0,0,0,0,115873.9998,4021.400011,9417.400011,5183.000011,0,0,0,0,0,0,0,0,743919.2009,394970.2991,295.4999988,0,0,0,25237.60002,18754.60002,37145.10004,36730.10025,0,0,7.900000133,0,1415.199999,0,37.60000048,0,95752.79989,91172.20001,0,0,4944.499998,0,1845.799987,0,62.40000065,0,784000.2992,202945.2001,2188.500019,2044.600016,230578.2029,0,1694766.001,1272836.901,95116.1999,24902.49997,0,0
1307,0,0,0,0,300264.2005,233947.8,10911.59993,10911.59993,0,0,1635.200014,0,0,0,0,0,51.90000117,51.90000117,140.8999997,0,0,0,1277.299978,0,35644.40007,35644.40007,4147.79999,2452.700003,0,0,0,0,322.4,69.09999982,2221.299997,1221.499999,0,0,0,0,0,0,0,0,1195490.799,0,2823.799994,499.4000018,0,0,5261.699974,3895.100007,0,0,0,0,0,0,0,0,0,0,2810581.789,2810581.789,0,0,10.39999985,10.39999985,4462.299936,0,0,0,32905.40006,0,0,0,41877.50038,0,226834.3997,226834.3997,933350.3,607292.4022,0,0
1308,0,0,0,0,9971.499966,2728.999991,107599.7001,101202.5,0,0,67.20000023,0,0,0,0,0,2053926.004,1338122.502,2383.500001,2309.500002,187092.2999,186694.1999,0,0,18327373.78,13612588.78,12994.70001,2578.100007,0,0,0,0,156.8999992,0,0,0,0,0,0,0,0,0,0,0,759415.7007,0,588.8000017,0,0,0,70529.89993,70342.79993,0,0,0,0,101901.7,0,2701759,869138.2995,368429.4001,250116.0998,1349051.097,1349051.097,0,0,93794.69992,24373.19999,107.4000006,0,0,0,5300.300003,0,0,0,5377.49999,0,259364.0999,258735.0998,8217483.095,1649264.2,0,0
1309,0,0,0,0,74826.30009,0,1014.800001,1.800000072,0,0,737.2000027,1.700000033,0,0,0,0,0,0,0,0,0,0,137.5000006,0,61501.29996,36844.40025,18297.70008,0,23.4000001,6.900000155,0,0,112417.3998,0,12404.50004,46.70000006,0,0,0,0,0,0,0,0,129026.9,36996.89981,579.0999992,0,0,0,9046.70005,9046.70005,0,0,225.8000007,0,0,0,8723.599958,0,764,0,26237.80013,12871.4999,0,0,41522.90018,0,962.3000029,0,0,0,418208.0006,233724.7007,565.1999981,565.1999981,77014.39939,48338.69896,323081.399,208905.2003,325103.9979,8685.300021,0,0
1310,0,0,0,0,23622.49998,15502.39996,0,0,0,0,105.5000001,105.4000001,0,0,0,0,22752.49998,19012.59999,0,0,0.600000009,0,0,0,26086.20002,26086.20002,5752.10003,5752.10003,0,0,0,0,7.40000011,0,588.3999958,580.8000043,0,0,0,0,0,0,0,0,51952.30009,43691.69995,167.7999992,0,0,0,67.69999957,67.69999957,0,0,0,0,128.9000001,0,0,0,65.80000015,0,979.5000039,887.3999978,0,0,1166.399986,0,0,0,0,0,355.5999998,0,217.2999989,217.2999989,3462.699951,0,84037.00031,84037.00031,22773.39999,18534.3,0,0
1311,0,0,0,0,23064.6998,3059.499985,113.3999991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172186.8985,172186.8985,623.9000021,616.1000022,1391.399989,1391.399989,0,0,1590.500025,0,0,0,0,0,0,0,0,0,0,0,23852.60006,2411.60002,25163.49975,25039.99975,0,0,31481.90054,93.39999941,335.9999924,6.400000095,0,0,0,0,0,0,13001.69996,12996.89996,53854.39986,48951.19983,0,0,7950.89994,7020.199955,0,0,0,0,95895.30043,0,0,0,1499.299997,0,1336344.412,2145.599995,199078.8996,186177.1998,0,0
1312,0,0,38806.50053,0,1472692.899,344135.7003,1827.6,176.8000009,0,0,1874.999998,377.8000002,0,0,0,0,0,0,0,0,0,0,1225.100001,247.6999998,515778.999,515778.999,259045.9995,70480.30005,0,0,0,0,69186.90034,55953.29999,22400.19996,4528.200013,0,0,0,0,0,0,0,0,325700.9998,189984.7006,8468.700022,0,0,0,39279.09998,29851.10001,44850.50021,44534.1999,0,0,69.20000122,0,3354.600002,0,135.9000008,0,976096.5005,910380.1996,0,0,76147.40044,0,1335.800003,0,0,0,641283.3996,181692.4999,46.80000076,3.20000001,166565.1034,0,1381611.6,1025883.001,1218597.399,70793.30024,0,0
1313,0,0,0,0,1115.899991,1074.199991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39347.79995,39347.79995,185.9999979,185.9999979,479.2999983,479.2999983,0,0,252.8000031,0,0,0,0,0,0,0,0,0,0,0,395.4999938,355.1999955,618.4999848,617.8999848,0,0,98.90000021,21.90000069,0,0,0,0,0,0,0,0,141.2000015,141.2000015,17662.99966,17648.79966,0,0,1821.500003,1821.500003,0,0,0,0,10910.90033,0,0,0,375.1999912,0,13174.8001,407.4999986,16407.70032,16386.40032,0,0
1314,0,0,63.10000038,0,1683.300002,110.4000016,5.400000118,0,0,0,0.700000025,0,0,0,0,0,0,0,0,0,0,0,42.30000032,5.599999994,20960.99999,12086.50007,378.7999944,217.2999984,20.20000007,2.400000066,0,0,29.3999998,0,3078.900009,423.8000019,0,0,0,0,0,0,0,0,712.999997,470.7999985,433.0000034,0,0,0,60.60000014,34.49999978,2.200000048,0,0,0,96.79999934,0,147.5000001,0,356.9999979,0,1543.800005,1485.999992,0,0,1760.299998,51.79999986,0,0,0,0,27726.79998,22.30000019,15.10000013,14.90000013,1518.800025,172.8000021,7017.800004,3397.299987,6922.999965,421.5000001,0,0
1315,0,0,0,0,1626.000011,1626.000011,71.19999969,71.19999969,0,0,0,0,0,0,0,0,59645.49934,59645.49934,0,0,0,0,3.200000048,3.200000048,10987.9,10987.9,1819.999991,1819.999991,0,0,0,0,0,0,153.0000007,153.0000007,0,0,0,0,0,0,8.000000119,0,264.5999989,264.5999989,699.4000064,699.4000064,0,0,180.9000001,180.9000001,0,0,0,0,0,0,24.10000021,24.10000021,0,0,0,0,0,0,689.9000045,689.9000045,121.6000018,0,0,0,91.50000262,0,0,0,0,0,47742.19998,47742.19998,42240.00029,42240.00029,0,0
1316,0,0,19.20000076,0,75411.10057,4835.999963,3431.700013,432.6000009,0,0,296.8999997,24.00000034,0,0,0,0,3344.599989,602.5999937,2394.399987,160.7999998,9.499999762,0,31.59999996,11.49999999,141942.7998,10598.10001,7530.400085,679.500004,0,0,0,0,13072.90001,2164.300003,2649.600018,343.9999992,0,0,0,0,0,0,11.50000016,0,93117.60037,7312.600008,942.500001,42.79999995,0,0,2828.50001,145.3999995,25171.20004,2846.700009,9.999999948,0,1.400000013,0,32.90000023,0,223.6000005,0,6646.500009,4779.200015,0,0,5542.800044,336.2000006,0,0,0,0,128536.999,0,11999.49999,335.2999979,73124.39915,0,427462.4012,7276.700008,107861.8001,6218.699991,0,0
1317,0,0,0,0,78485.10012,0,845.9999983,0,0,0,585.4999991,0,0,0,0,0,0,0,0,0,0,0,113.5000009,0,190722.3996,97448.79972,22917.3999,0,105.8000008,24.10000045,0,0,154894.4001,0,9835.700034,38.80000047,0,0,0,0,0,0,0,0,87042.30016,30562.30021,2725.800005,0,0,0,11039.4,11039.4,0,0,215.3000005,0,0,0,10953.79998,0,468.6999987,0,101521.3,48287.70019,0,0,32352.60022,0,445.8000001,0,0,0,606505.5024,350954.5001,5657.8,5657.8,210411.9992,122967.6978,552640.7009,261104.0997,377065.6011,8271.399996,0,0
1318,0,0,0,0,81.00000001,4.800000079,1172.200006,1.200000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151661.1001,6451.699985,4326.699981,0,0,0,0,0,0,0,5.400000036,0.100000001,0,0,0,0,0,0,0,0,12248.4001,11147.10009,0,0,0,0,19511.89996,19511.89996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4067.699995,3202.299983,90465.90019,0,85.49999928,85.49999928,38115.69995,28233.29999,19965.90007,17366.20007,1099.799993,0,0,0
1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73904.0003,73904.0003,0,0,7.70000004,7.70000004,1.699999988,1.699999988,268224.4996,268224.4996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6610.000016,0,0,0,0,0,0,0,64.09999976,64.09999976,0,0,1.300000004,1.300000004,0,0,2341.200097,2341.200097,0,0,0,0,0,0,0,0,0,0,0,0,1888,0,0,0,0,0,0,0,39287.99982,39287.99982,0,0
1320,0,0,0,0,1.400000043,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0.100000001,0,0,0,0,0,148.8000002,76.29999828,3.300000019,0,0,0,0,0,12.80000029,0,0.300000004,0,0,0,0,0,0,0,0,0,19.0000003,14.70000029,0.200000003,0,0,0,34.70000051,33.00000072,0,0,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.8999991,126.6999979,0,0,548.100003,0,532.2000132,420.0999985,1.600000039,0,0,0
1321,0,0,0,0,11487.19999,8893.599951,32.79999995,32.79999995,0,0,375.3000001,370.1999999,0,0,0,0,0,0,0,0,0,0,0,0,8982.500082,8982.500082,11351.39997,11351.39997,0,0,0,0,1240.999985,0,2025.500011,2004.299989,0,0,0,0,0,0,0,0,48392.39995,47990.59979,70.69999979,0,0,0,89.20000005,89.20000005,0,0,0,0,51.99999997,0,3.200000048,0,38.0000001,0,9386.700012,9126.400095,0,0,386.6000067,0,0,0,0,0,638.8999997,0,338.1999969,338.1999969,1063.099979,0,142710.0991,142710.0991,38389.1998,36543.89987,0,0
1322,0,0,0,0,874.0000067,835.4000041,7776.499943,6514.39993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382.500009,1382.500009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199234.599,154170.2994,36.00000041,0,0,0,94.59999818,0,118261.4003,111488.7989,0,0,0,0,0,0,2040.300015,0,398363.1984,328733.2991,0,0,0,0,11.19999981,0,0,0,2498.300008,0,0,0,4551.899992,0,216818.3984,165775.1995,46669.20007,37929.40008,6535.099984,0
1323,0,0,0,0,295.2000013,144.5000001,6154.6,1137.700007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.7999958,248.7999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212159.6007,27736.19995,147.9999999,0,0,0,204.6000006,0,19051.9998,11903.59991,0,0,0,0,0,0,0,0,327465.3008,50351.7001,0,0,0,0,11.19999981,0,0,0,3687.399995,0,0,0,4789.499979,0,102722.4004,38682.90051,41783.50021,7267.600086,6849.699998,0
